replicate,K,placebo,date,real_mae,placebo_mae,direct_mae
0,8,SyntheticResidual,2023-06-01,232.67537239548935,297.11159420996626,388.7703582045334
0,8,SyntheticResidual,2023-07-01,177.36096617387864,204.26755545757888,109.49368462358996
0,8,SyntheticResidual,2023-08-01,230.85268124779952,225.94064193926215,189.9964620287499
0,8,SyntheticResidual,2023-09-01,341.7879993442937,327.3235627273156,340.42417128517434
0,8,SyntheticResidual,2023-10-01,247.57491296336914,269.8908551668383,277.41601247750975
0,8,SyntheticResidual,2023-11-01,242.38823691306567,222.84583937170925,255.65505910667133
0,8,SyntheticResidual,2023-12-01,425.21315169048097,558.4379927397478,453.837960600584
0,8,SyntheticResidual,2024-01-01,311.2590624100512,305.0167787951968,277.1124226632501
0,8,SyntheticResidual,2024-02-01,196.06127991092973,201.3100691820455,137.4500274124734
0,8,SyntheticResidual,2024-03-01,194.49366921807223,146.7317742276459,182.5802994851174
0,8,SyntheticResidual,2024-04-01,331.2192363547064,314.4780437059419,366.4321452940204
0,8,SyntheticResidual,2024-05-01,285.0936689317578,296.21686167902004,331.0563036000608
0,8,SyntheticResidual,2024-06-01,648.1961052392796,649.85137818846,630.4690605972834
0,8,SyntheticResidual,2024-07-01,168.40109309428976,204.37522915974353,203.13783760069373
0,8,SyntheticResidual,2024-08-01,343.9323443281799,346.98393486062974,327.03105253636045
0,8,SyntheticResidual,2024-09-01,346.4390017579407,351.1132277670566,377.2220318363779
0,8,SyntheticResidual,2024-10-01,245.12471725013538,248.59696125544576,246.92725652449005
0,8,SyntheticResidual,2024-11-01,218.28405141624518,196.19882391948633,237.3174618741344
0,8,SyntheticResidual,2024-12-01,275.4886539662374,320.44723645744494,263.146140287739
0,8,SyntheticResidual,2025-01-01,436.6129485211687,451.45504683409524,431.45556332635675
0,8,SyntheticResidual,2025-02-01,206.34474440324308,286.30008559810886,264.1567891998282
0,8,SyntheticResidual,2025-03-01,233.21410477993453,246.4383708269172,239.83087563015928
0,8,SyntheticResidual,2025-04-01,230.94848401576468,233.06138954587504,231.81590957533052
0,8,SyntheticResidual,2025-05-01,427.77619110244285,407.1741742610151,411.7208706058025
0,8,SyntheticResidual,2025-06-01,601.6579328539063,600.7058974455257,569.0836718630053
0,8,SyntheticResidual,2025-07-01,236.303975756623,208.7769090522284,228.138192119828
0,8,SyntheticResidual,2025-08-01,282.9940455580694,336.8077884587691,310.55791656655526
0,8,SyntheticResidual,2025-09-01,445.4325947538532,436.1057987353832,485.3363494438246
0,8,SyntheticResidual,2025-10-01,373.07478846032274,375.55572100523636,318.21135703506434
0,8,SyntheticResidual,2025-11-01,751.4302735638167,730.0913759070356,769.6289563678794
0,8,SyntheticResidual,2025-12-01,1213.2865355987185,1278.4859681595906,1492.9689729604302
0,8,SyntheticResidual,2026-01-01,651.3695724664143,709.2856035568989,614.941086788998
0,8,SyntheticResidual,2026-02-01,405.98713650704633,488.40208005853344,324.3474044047669
0,8,SyntheticResidual,2026-03-01,476.85326913711094,483.69655984210226,528.6058149005823
0,10,ShuffledResidual,2022-01-01,378.4697682914296,340.3988317729534,371.295119460165
0,10,ShuffledResidual,2022-02-01,222.21242034192545,232.78374151759493,232.614261109608
0,10,ShuffledResidual,2022-03-01,530.8915087425447,508.092355820669,609.184421172243
0,10,ShuffledResidual,2022-04-01,153.99696748678588,155.7965965639234,189.7256063511405
0,10,ShuffledResidual,2022-05-01,203.77634235720222,194.27431413602298,212.02300378656795
0,10,ShuffledResidual,2022-06-01,377.61209051071125,338.8608287127225,425.37839467496326
0,10,ShuffledResidual,2022-07-01,281.9246685018343,277.84612790743785,279.99514819312697
0,10,ShuffledResidual,2022-08-01,240.9659373241572,266.2674562190649,303.07464988683085
0,10,ShuffledResidual,2022-09-01,337.4546210917596,323.28088682114816,373.8508105504055
0,10,ShuffledResidual,2022-10-01,361.33523480011274,363.33659110562996,345.5645009094964
0,10,ShuffledResidual,2022-11-01,762.0876227912171,755.7556620162419,758.3495635675179
0,10,ShuffledResidual,2022-12-01,1700.6823316833238,1624.2041834766503,1848.4311637136263
0,10,ShuffledResidual,2023-01-01,943.7524610735054,840.8938941583008,719.4509072626421
0,10,ShuffledResidual,2023-02-01,331.0019832359107,386.3159182045161,386.4041772168347
0,10,ShuffledResidual,2023-03-01,942.3805243390701,979.0739381768706,992.3183069487479
0,10,ShuffledResidual,2023-04-01,267.6451742115094,274.7882736347738,266.4955551094602
0,10,ShuffledResidual,2023-05-01,359.1300521164893,297.43802870162733,338.595122246355
0,10,ShuffledResidual,2023-06-01,229.1608823830996,159.02340098023598,369.74364642819023
0,10,ShuffledResidual,2023-07-01,236.39386237674458,226.03641640818654,196.74334721273672
0,10,ShuffledResidual,2023-08-01,182.1073101339993,138.06842862596255,189.93320899382243
0,10,ShuffledResidual,2023-09-01,261.2329397798313,309.9859956793922,318.560246657171
0,10,ShuffledResidual,2023-10-01,200.78966107108812,212.3459165572088,200.96711443631298
0,10,ShuffledResidual,2023-11-01,170.04200937832948,206.98063531075505,223.70062578898123
0,10,ShuffledResidual,2023-12-01,338.15217515179063,302.06404978803704,362.23275620879565
0,10,ShuffledResidual,2024-01-01,344.0364474699046,319.49511359006976,294.58697198675173
0,10,ShuffledResidual,2024-02-01,195.37044222793236,145.34263033882928,111.93103218538042
0,10,ShuffledResidual,2024-03-01,131.96363208677744,146.52054519298514,125.76707062573276
0,10,ShuffledResidual,2024-04-01,292.87091063283987,308.594364599753,321.35232680444824
0,10,ShuffledResidual,2024-05-01,246.58819376238299,273.74209343878204,271.5254463156998
0,10,ShuffledResidual,2024-06-01,529.2036307259382,554.0681994524593,542.2417716368057
0,10,ShuffledResidual,2024-07-01,198.56571914034066,165.6214579421473,194.44079798071212
0,10,ShuffledResidual,2024-08-01,305.3184135876712,284.0077559297483,279.73194084251674
0,10,ShuffledResidual,2024-09-01,316.7472879693756,277.64063398688586,308.4213412091989
0,10,ShuffledResidual,2024-10-01,194.24650297966326,181.68604715549435,194.64987609613863
0,10,ShuffledResidual,2024-11-01,180.2263215123164,174.48915490877488,203.45171795290585
0,10,ShuffledResidual,2024-12-01,220.09633038768487,243.1809962090431,218.47767967186445
0,10,ShuffledResidual,2025-01-01,354.55794620690295,367.2406747149299,386.61684915759014
0,10,ShuffledResidual,2025-02-01,179.2683977064368,208.08006429405359,204.93620946874663
0,10,ShuffledResidual,2025-03-01,204.25393806877167,165.56941186343516,166.46244811123375
0,10,ShuffledResidual,2025-04-01,200.6735331386434,183.74125040163162,201.67419658992242
0,10,ShuffledResidual,2025-05-01,339.4955010818038,328.139201434174,317.85388063624805
0,10,ShuffledResidual,2025-06-01,445.0800576189853,484.8029314820643,448.2472154524322
0,10,ShuffledResidual,2025-07-01,214.0655829768995,207.1362162887035,200.791656264859
0,10,ShuffledResidual,2025-08-01,205.94488129060073,238.45593294369004,240.76484184673322
0,10,ShuffledResidual,2025-09-01,345.3858827398741,307.5545837496679,396.95229913064696
0,10,ShuffledResidual,2025-10-01,300.27696336506915,277.2707070107036,273.6562084387867
0,10,ShuffledResidual,2025-11-01,645.5516475830015,622.7993102481112,635.0612415565191
0,10,ShuffledResidual,2025-12-01,1084.9527818008514,1283.3643699238658,1259.7731239897653
0,10,ShuffledResidual,2026-01-01,662.6193096158661,674.6316827990311,570.4152328298157
0,10,ShuffledResidual,2026-02-01,242.92042470149505,283.88539475673144,293.1446246582388
0,10,ShuffledResidual,2026-03-01,445.32068570708327,469.4081152897029,449.1474896055764
0,10,SyntheticResidual,2022-01-01,378.4697682914296,343.2546985703294,371.295119460165
0,10,SyntheticResidual,2022-02-01,222.21242034192545,231.5379943843415,232.614261109608
0,10,SyntheticResidual,2022-03-01,530.8915087425447,530.1803695912388,609.184421172243
0,10,SyntheticResidual,2022-04-01,153.99696748678588,178.31935820177657,189.7256063511405
0,10,SyntheticResidual,2022-05-01,203.77634235720222,194.87721168482432,212.02300378656795
0,10,SyntheticResidual,2022-06-01,377.61209051071125,348.41718346235325,425.37839467496326
0,10,SyntheticResidual,2022-07-01,281.9246685018343,285.825132913766,279.99514819312697
0,10,SyntheticResidual,2022-08-01,240.9659373241572,285.5199476257538,303.07464988683085
0,10,SyntheticResidual,2022-09-01,337.4546210917596,352.2475169270869,373.8508105504055
0,10,SyntheticResidual,2022-10-01,361.33523480011274,361.5794046849536,345.5645009094964
0,10,SyntheticResidual,2022-11-01,762.0876227912171,759.454402259249,758.3495635675179
0,10,SyntheticResidual,2022-12-01,1700.6823316833238,1688.4689501672813,1848.4311637136263
0,10,SyntheticResidual,2023-01-01,943.7524610735054,1121.1836358943783,719.4509072626421
0,10,SyntheticResidual,2023-02-01,331.0019832359107,403.5619489152693,386.4041772168347
0,10,SyntheticResidual,2023-03-01,942.3805243390701,912.2628748945228,992.3183069487479
0,10,SyntheticResidual,2023-04-01,267.6451742115094,195.10788926365893,266.4955551094602
0,10,SyntheticResidual,2023-05-01,359.1300521164893,354.5858375752598,338.595122246355
0,10,SyntheticResidual,2023-06-01,229.1608823830996,168.68912150013148,369.74364642819023
0,10,SyntheticResidual,2023-07-01,236.39386237674458,249.19813212569383,196.74334721273672
0,10,SyntheticResidual,2023-08-01,182.1073101339993,176.69943265409378,189.93320899382243
0,10,SyntheticResidual,2023-09-01,261.2329397798313,300.5501153394129,318.560246657171
0,10,SyntheticResidual,2023-10-01,200.78966107108812,199.30323341985712,200.96711443631298
0,10,SyntheticResidual,2023-11-01,170.04200937832948,224.99077719109846,223.70062578898123
0,10,SyntheticResidual,2023-12-01,338.15217515179063,330.96052191979595,362.23275620879565
0,10,SyntheticResidual,2024-01-01,344.0364474699046,339.4077200930274,294.58697198675173
0,10,SyntheticResidual,2024-02-01,195.37044222793236,235.37799037151223,111.93103218538042
0,10,SyntheticResidual,2024-03-01,131.96363208677744,113.6802812528226,125.76707062573276
0,10,SyntheticResidual,2024-04-01,292.87091063283987,319.70910186463857,321.35232680444824
0,10,SyntheticResidual,2024-05-01,246.58819376238299,251.54358997739104,271.5254463156998
0,10,SyntheticResidual,2024-06-01,529.2036307259382,537.8386469567531,542.2417716368057
0,10,SyntheticResidual,2024-07-01,198.56571914034066,188.43001174871682,194.44079798071212
0,10,SyntheticResidual,2024-08-01,305.3184135876712,289.78638030075126,279.73194084251674
0,10,SyntheticResidual,2024-09-01,316.7472879693756,288.0518032728605,308.4213412091989
0,10,SyntheticResidual,2024-10-01,194.24650297966326,169.30288542686498,194.64987609613863
0,10,SyntheticResidual,2024-11-01,180.2263215123164,208.83401485564482,203.45171795290585
0,10,SyntheticResidual,2024-12-01,220.09633038768487,283.3861395601496,218.47767967186445
0,10,SyntheticResidual,2025-01-01,354.55794620690295,382.2552359097891,386.61684915759014
0,10,SyntheticResidual,2025-02-01,179.2683977064368,210.08840743416985,204.93620946874663
0,10,SyntheticResidual,2025-03-01,204.25393806877167,197.91363886559685,166.46244811123375
0,10,SyntheticResidual,2025-04-01,200.6735331386434,190.3816761457992,201.67419658992242
0,10,SyntheticResidual,2025-05-01,339.4955010818038,341.60380442091525,317.85388063624805
0,10,SyntheticResidual,2025-06-01,445.0800576189853,434.87254721361967,448.2472154524322
0,10,SyntheticResidual,2025-07-01,214.0655829768995,208.0727364472506,200.791656264859
0,10,SyntheticResidual,2025-08-01,205.94488129060073,181.1040849508292,240.76484184673322
0,10,SyntheticResidual,2025-09-01,345.3858827398741,387.17128193613235,396.95229913064696
0,10,SyntheticResidual,2025-10-01,300.27696336506915,358.8349170836089,273.6562084387867
0,10,SyntheticResidual,2025-11-01,645.5516475830015,624.5614019715346,635.0612415565191
0,10,SyntheticResidual,2025-12-01,1084.9527818008514,1186.4352270545478,1259.7731239897653
0,10,SyntheticResidual,2026-01-01,662.6193096158661,680.6151931591909,570.4152328298157
0,10,SyntheticResidual,2026-02-01,242.92042470149505,416.5075565155871,293.1446246582388
0,10,SyntheticResidual,2026-03-01,445.32068570708327,518.3733016520155,449.1474896055764
0,12,ShuffledResidual,2022-01-01,321.3568554422211,334.5804184714473,325.12695939597614
0,12,ShuffledResidual,2022-02-01,232.58536511364807,207.60796763444355,199.87239328342545
0,12,ShuffledResidual,2022-03-01,519.4954979431717,522.4857970742596,564.637142495069
0,12,ShuffledResidual,2022-04-01,145.85420153620166,174.12401655559566,158.13019897243353
0,12,ShuffledResidual,2022-05-01,197.30325396013086,192.79420625867272,206.53709701200395
0,12,ShuffledResidual,2022-06-01,365.426962787743,339.27763401498635,385.8837285600737
0,12,ShuffledResidual,2022-07-01,283.5505730594896,299.3542705671913,275.78999778788926
0,12,ShuffledResidual,2022-08-01,258.95677098581854,248.87155919666768,280.29486757372075
